# source=measured_tcp_ack, provisional=false, host=172.20.10.4, port=23, command=DRIVE_0_0, hello=HELLO,43723,wheeleg_tcp,172.20.10.4:23
150,4038786029792,4038851740632,65.71084,ACK,51490,0,"DRIVE,0,0","DRIVE,0,0","ACK,51490,0,DRIVE,0,0"
151,4038851767546,4038875759431,23.991885,ACK,51517,0,"DRIVE,0,0","DRIVE,0,0","ACK,51517,0,DRIVE,0,0"
152,4038875790358,4038935350347,59.559989,ACK,51535,0,"DRIVE,0,0","DRIVE,0,0","ACK,51535,0,DRIVE,0,0"
153,4038935374442,4038965941716,30.567274,ACK,51603,0,"DRIVE,0,0","DRIVE,0,0","ACK,51603,0,DRIVE,0,0"
154,4038965967418,4038992966422,26.999004,ACK,51630,0,"DRIVE,0,0","DRIVE,0,0","ACK,51630,0,DRIVE,0,0"
155,4038992992556,4039075613662,82.621106,ACK,51718,0,"DRIVE,0,0","DRIVE,0,0","ACK,51718,0,DRIVE,0,0"
156,4039075648496,4039363442142,287.793646,ACK,52007,0,"DRIVE,0,0","DRIVE,0,0","ACK,52007,0,DRIVE,0,0"
157,4039363468658,4039387636375,24.167717,ACK,52024,0,"DRIVE,0,0","DRIVE,0,0","ACK,52024,0,DRIVE,0,0"
158,4039387662028,4039449693083,62.031055,ACK,52050,0,"DRIVE,0,0","DRIVE,0,0","ACK,52050,0,DRIVE,0,0"
159,4039449742606,4039477083958,27.341352,ACK,52117,0,"DRIVE,0,0","DRIVE,0,0","ACK,52117,0,DRIVE,0,0"
160,4039477108008,4039551634341,74.526333,ACK,52145,0,"DRIVE,0,0","DRIVE,0,0","ACK,52145,0,DRIVE,0,0"
161,4039551681181,4039573073936,21.392755,ACK,52214,0,"DRIVE,0,0","DRIVE,0,0","ACK,52214,0,DRIVE,0,0"
162,4039573100902,4039652289283,79.188381,ACK,52251,0,"DRIVE,0,0","DRIVE,0,0","ACK,52251,0,DRIVE,0,0"
163,4039652319659,4039708755956,56.436297,ACK,52320,0,"DRIVE,0,0","DRIVE,0,0","ACK,52320,0,DRIVE,0,0"
164,4039708777702,4039784535322,75.75762,ACK,52427,0,"DRIVE,0,0","DRIVE,0,0","ACK,52427,0,DRIVE,0,0"
165,4039784561513,4039812569865,28.008352,ACK,52444,0,"DRIVE,0,0","DRIVE,0,0","ACK,52444,0,DRIVE,0,0"
166,4039812598558,4039898487350,85.888792,ACK,52540,0,"DRIVE,0,0","DRIVE,0,0","ACK,52540,0,DRIVE,0,0"
167,4039898516683,4039976357351,77.840668,ACK,52617,0,"DRIVE,0,0","DRIVE,0,0","ACK,52617,0,DRIVE,0,0"
168,4039976380947,4040007041486,30.660539,ACK,52644,0,"DRIVE,0,0","DRIVE,0,0","ACK,52644,0,DRIVE,0,0"
169,4040007071272,4040091496750,84.425478,ACK,52722,0,"DRIVE,0,0","DRIVE,0,0","ACK,52722,0,DRIVE,0,0"
170,4040091524677,4040108488622,16.963945,ACK,52749,0,"DRIVE,0,0","DRIVE,0,0","ACK,52749,0,DRIVE,0,0"
171,4040108511319,4040183316553,74.805234,ACK,52825,0,"DRIVE,0,0","DRIVE,0,0","ACK,52825,0,DRIVE,0,0"
172,4040183359161,4040214839267,31.480106,ACK,52853,0,"DRIVE,0,0","DRIVE,0,0","ACK,52853,0,DRIVE,0,0"
173,4040214867948,4040303137711,88.269763,ACK,52932,0,"DRIVE,0,0","DRIVE,0,0","ACK,52932,0,DRIVE,0,0"
174,4040303165055,4040368969886,65.804831,ACK,52969,0,"DRIVE,0,0","DRIVE,0,0","ACK,52969,0,DRIVE,0,0"
175,4040368998077,4040388721410,19.723333,ACK,53027,0,"DRIVE,0,0","DRIVE,0,0","ACK,53027,0,DRIVE,0,0"
176,4040388786838,4040412192120,23.405282,ACK,53054,0,"DRIVE,0,0","DRIVE,0,0","ACK,53054,0,DRIVE,0,0"
177,4040412221277,4040480272343,68.051066,ACK,53073,0,"DRIVE,0,0","DRIVE,0,0","ACK,53073,0,DRIVE,0,0"
178,4040480354493,4040498019544,17.665051,ACK,53140,0,"DRIVE,0,0","DRIVE,0,0","ACK,53140,0,DRIVE,0,0"
179,4040498043204,4040515814342,17.771138,ACK,53157,0,"DRIVE,0,0","DRIVE,0,0","ACK,53157,0,DRIVE,0,0"
180,4040515840503,4040587552562,71.712059,ACK,53226,0,"DRIVE,0,0","DRIVE,0,0","ACK,53226,0,DRIVE,0,0"
181,4040587579068,4040611751296,24.172228,ACK,53253,0,"DRIVE,0,0","DRIVE,0,0","ACK,53253,0,DRIVE,0,0"
182,4040611779205,4040676578150,64.798945,ACK,53279,0,"DRIVE,0,0","DRIVE,0,0","ACK,53279,0,DRIVE,0,0"
183,4040676602329,4040709933545,33.331216,ACK,53345,0,"DRIVE,0,0","DRIVE,0,0","ACK,53345,0,DRIVE,0,0"
184,4040709958500,4040799027967,89.069467,ACK,53373,0,"DRIVE,0,0","DRIVE,0,0","ACK,53373,0,DRIVE,0,0"
185,4040799068517,4040834702127,35.63361,ACK,53473,0,"DRIVE,0,0","DRIVE,0,0","ACK,53473,0,DRIVE,0,0"
186,4040834722564,4040917648089,82.925525,ACK,53560,0,"DRIVE,0,0","DRIVE,0,0","ACK,53560,0,DRIVE,0,0"
187,4040917681095,4040936326419,18.645324,ACK,53577,0,"DRIVE,0,0","DRIVE,0,0","ACK,53577,0,DRIVE,0,0"
188,4040936367621,4041032964781,96.59716,ACK,53645,0,"DRIVE,0,0","DRIVE,0,0","ACK,53645,0,DRIVE,0,0"
189,4041032989801,4041101487791,68.49799,ACK,53742,0,"DRIVE,0,0","DRIVE,0,0","ACK,53742,0,DRIVE,0,0"
190,4041101514683,4041123477164,21.962481,ACK,53759,0,"DRIVE,0,0","DRIVE,0,0","ACK,53759,0,DRIVE,0,0"
191,4041123569522,4041188558262,64.98874,ACK,53785,0,"DRIVE,0,0","DRIVE,0,0","ACK,53785,0,DRIVE,0,0"
192,4041188599357,4041210921273,22.321916,ACK,53853,0,"DRIVE,0,0","DRIVE,0,0","ACK,53853,0,DRIVE,0,0"
193,4041210947771,4041242668561,31.72079,ACK,53882,0,"DRIVE,0,0","DRIVE,0,0","ACK,53882,0,DRIVE,0,0"
194,4041242690772,4041308141180,65.450408,ACK,53950,0,"DRIVE,0,0","DRIVE,0,0","ACK,53950,0,DRIVE,0,0"
195,4041308165310,4041326113353,17.948043,ACK,53967,0,"DRIVE,0,0","DRIVE,0,0","ACK,53967,0,DRIVE,0,0"
196,4041326138799,4041342209706,16.070907,ACK,53984,0,"DRIVE,0,0","DRIVE,0,0","ACK,53984,0,DRIVE,0,0"
197,4041342234319,4041408268244,66.033925,ACK,54050,0,"DRIVE,0,0","DRIVE,0,0","ACK,54050,0,DRIVE,0,0"
198,4041408291575,4041436165607,27.874032,ACK,54077,0,"DRIVE,0,0","DRIVE,0,0","ACK,54077,0,DRIVE,0,0"
199,4041436206808,4041495474012,59.267204,ACK,54105,0,"DRIVE,0,0","DRIVE,0,0","ACK,54105,0,DRIVE,0,0"
200,4041495499960,4041520110592,24.610632,ACK,54162,0,"DRIVE,0,0","DRIVE,0,0","ACK,54162,0,DRIVE,0,0"
201,4041520136600,4041541705892,21.569292,ACK,54179,0,"DRIVE,0,0","DRIVE,0,0","ACK,54179,0,DRIVE,0,0"
202,4041541737080,4041612645785,70.908705,ACK,54255,0,"DRIVE,0,0","DRIVE,0,0","ACK,54255,0,DRIVE,0,0"
203,4041612683109,4041630411878,17.728769,ACK,54272,0,"DRIVE,0,0","DRIVE,0,0","ACK,54272,0,DRIVE,0,0"
204,4041630525245,4041649878432,19.353187,ACK,54289,0,"DRIVE,0,0","DRIVE,0,0","ACK,54289,0,DRIVE,0,0"
205,4041649900001,4041715365443,65.465442,ACK,54356,0,"DRIVE,0,0","DRIVE,0,0","ACK,54356,0,DRIVE,0,0"
206,4041715392797,4041753198819,37.806022,ACK,54383,0,"DRIVE,0,0","DRIVE,0,0","ACK,54383,0,DRIVE,0,0"
207,4041753235267,4041820333640,67.098373,ACK,54460,0,"DRIVE,0,0","DRIVE,0,0","ACK,54460,0,DRIVE,0,0"
208,4041820383849,4041834453369,14.06952,ACK,54477,0,"DRIVE,0,0","DRIVE,0,0","ACK,54477,0,DRIVE,0,0"
209,4041834481055,4041907893031,73.411976,ACK,54504,0,"DRIVE,0,0","DRIVE,0,0","ACK,54504,0,DRIVE,0,0"
210,4041907922434,4041929576104,21.65367,ACK,54573,0,"DRIVE,0,0","DRIVE,0,0","ACK,54573,0,DRIVE,0,0"
211,4041929603461,4041948161817,18.558356,ACK,54590,0,"DRIVE,0,0","DRIVE,0,0","ACK,54590,0,DRIVE,0,0"
212,4041948204012,4042011085632,62.88162,ACK,54617,0,"DRIVE,0,0","DRIVE,0,0","ACK,54617,0,DRIVE,0,0"
213,4042011114348,4042036009576,24.895228,ACK,54675,0,"DRIVE,0,0","DRIVE,0,0","ACK,54675,0,DRIVE,0,0"
214,4042036038741,4042062269901,26.23116,ACK,54702,0,"DRIVE,0,0","DRIVE,0,0","ACK,54702,0,DRIVE,0,0"
215,4042062297884,4042129654882,67.356998,ACK,54769,0,"DRIVE,0,0","DRIVE,0,0","ACK,54769,0,DRIVE,0,0"
216,4042129683010,4042173189880,43.50687,ACK,54795,0,"DRIVE,0,0","DRIVE,0,0","ACK,54795,0,DRIVE,0,0"
217,4042173219176,4042542111856,368.89268,ACK,55183,0,"DRIVE,0,0","DRIVE,0,0","ACK,55183,0,DRIVE,0,0"
218,4042542153586,4042556708674,14.555088,ACK,55200,0,"DRIVE,0,0","DRIVE,0,0","ACK,55200,0,DRIVE,0,0"
219,4042556734944,4042621828947,65.094003,ACK,55227,0,"DRIVE,0,0","DRIVE,0,0","ACK,55227,0,DRIVE,0,0"
220,4042621853338,4042642234189,20.380851,ACK,55283,0,"DRIVE,0,0","DRIVE,0,0","ACK,55283,0,DRIVE,0,0"
221,4042642255736,4042668776243,26.520507,ACK,55310,0,"DRIVE,0,0","DRIVE,0,0","ACK,55310,0,DRIVE,0,0"
222,4042668803581,4042724407336,55.603755,ACK,55327,0,"DRIVE,0,0","DRIVE,0,0","ACK,55327,0,DRIVE,0,0"
223,4042724431163,4042743893637,19.462474,ACK,55383,0,"DRIVE,0,0","DRIVE,0,0","ACK,55383,0,DRIVE,0,0"
224,4042743939262,4042765896597,21.957335,ACK,55410,0,"DRIVE,0,0","DRIVE,0,0","ACK,55410,0,DRIVE,0,0"
225,4042765935908,4042849359681,83.423773,ACK,55486,0,"DRIVE,0,0","DRIVE,0,0","ACK,55486,0,DRIVE,0,0"
226,4042849386591,4042874579951,25.19336,ACK,55512,0,"DRIVE,0,0","DRIVE,0,0","ACK,55512,0,DRIVE,0,0"
227,4042874606925,4042940435617,65.828692,ACK,55582,0,"DRIVE,0,0","DRIVE,0,0","ACK,55582,0,DRIVE,0,0"
228,4042940461692,4042957002953,16.541261,ACK,55599,0,"DRIVE,0,0","DRIVE,0,0","ACK,55599,0,DRIVE,0,0"
229,4042957028176,4043032536757,75.508581,ACK,55626,0,"DRIVE,0,0","DRIVE,0,0","ACK,55626,0,DRIVE,0,0"
230,4043032599534,4043049503172,16.903638,ACK,55692,0,"DRIVE,0,0","DRIVE,0,0","ACK,55692,0,DRIVE,0,0"
231,4043049525680,4043079114278,29.588598,ACK,55710,0,"DRIVE,0,0","DRIVE,0,0","ACK,55710,0,DRIVE,0,0"
232,4043079188281,4043146607126,67.418845,ACK,55786,0,"DRIVE,0,0","DRIVE,0,0","ACK,55786,0,DRIVE,0,0"
233,4043146634370,4043162701127,16.066757,ACK,55804,0,"DRIVE,0,0","DRIVE,0,0","ACK,55804,0,DRIVE,0,0"
234,4043162732417,4043235970772,73.238355,ACK,55830,0,"DRIVE,0,0","DRIVE,0,0","ACK,55830,0,DRIVE,0,0"
235,4043235996579,4043256688126,20.691547,ACK,55898,0,"DRIVE,0,0","DRIVE,0,0","ACK,55898,0,DRIVE,0,0"
236,4043256713081,4043290874294,34.161213,ACK,55929,0,"DRIVE,0,0","DRIVE,0,0","ACK,55929,0,DRIVE,0,0"
237,4043290897541,4043354621659,63.724118,ACK,55996,0,"DRIVE,0,0","DRIVE,0,0","ACK,55996,0,DRIVE,0,0"
238,4043354671018,4043371247848,16.57683,ACK,56012,0,"DRIVE,0,0","DRIVE,0,0","ACK,56012,0,DRIVE,0,0"
239,4043371276574,4043391691775,20.415201,ACK,56029,0,"DRIVE,0,0","DRIVE,0,0","ACK,56029,0,DRIVE,0,0"
240,4043391743907,4043471666333,79.922426,ACK,56105,0,"DRIVE,0,0","DRIVE,0,0","ACK,56105,0,DRIVE,0,0"
241,4043471726870,4043543404204,71.677334,ACK,56143,0,"DRIVE,0,0","DRIVE,0,0","ACK,56143,0,DRIVE,0,0"
242,4043543432854,4043571319756,27.886902,ACK,56202,0,"DRIVE,0,0","DRIVE,0,0","ACK,56202,0,DRIVE,0,0"
243,4043571347591,4043677816249,106.468658,ACK,56251,0,"DRIVE,0,0","DRIVE,0,0","ACK,56251,0,DRIVE,0,0"
244,4043677841904,4043724479797,46.637893,ACK,56338,0,"DRIVE,0,0","DRIVE,0,0","ACK,56338,0,DRIVE,0,0"
245,4043724503650,4043775917527,51.413877,ACK,56414,0,"DRIVE,0,0","DRIVE,0,0","ACK,56414,0,DRIVE,0,0"
246,4043775939186,4043805781613,29.842427,ACK,56440,0,"DRIVE,0,0","DRIVE,0,0","ACK,56440,0,DRIVE,0,0"
247,4043805804592,4043873792391,67.987799,ACK,56508,0,"DRIVE,0,0","DRIVE,0,0","ACK,56508,0,DRIVE,0,0"
248,4043873819650,4043893767463,19.947813,ACK,56535,0,"DRIVE,0,0","DRIVE,0,0","ACK,56535,0,DRIVE,0,0"
249,4043893792397,4043969679691,75.887294,ACK,56611,0,"DRIVE,0,0","DRIVE,0,0","ACK,56611,0,DRIVE,0,0"
250,4043969703021,4044002649481,32.94646,ACK,56638,0,"DRIVE,0,0","DRIVE,0,0","ACK,56638,0,DRIVE,0,0"
251,4044002672128,4044073108136,70.436008,ACK,56715,0,"DRIVE,0,0","DRIVE,0,0","ACK,56715,0,DRIVE,0,0"
252,4044073348205,4044090405679,17.057474,ACK,56732,0,"DRIVE,0,0","DRIVE,0,0","ACK,56732,0,DRIVE,0,0"
253,4044090430558,4044107083993,16.653435,ACK,56749,0,"DRIVE,0,0","DRIVE,0,0","ACK,56749,0,DRIVE,0,0"
254,4044107110911,4044173765574,66.654663,ACK,56815,0,"DRIVE,0,0","DRIVE,0,0","ACK,56815,0,DRIVE,0,0"
255,4044173790344,4044191076176,17.285832,ACK,56832,0,"DRIVE,0,0","DRIVE,0,0","ACK,56832,0,DRIVE,0,0"
256,4044191122145,4044205852205,14.73006,ACK,56849,0,"DRIVE,0,0","DRIVE,0,0","ACK,56849,0,DRIVE,0,0"
257,4044205875767,4044274243979,68.368212,ACK,56915,0,"DRIVE,0,0","DRIVE,0,0","ACK,56915,0,DRIVE,0,0"
258,4044274412094,4044295289920,20.877826,ACK,56932,0,"DRIVE,0,0","DRIVE,0,0","ACK,56932,0,DRIVE,0,0"
259,4044295314362,4044363577554,68.263192,ACK,56959,0,"DRIVE,0,0","DRIVE,0,0","ACK,56959,0,DRIVE,0,0"
260,4044363603915,4044386914132,23.310217,ACK,57027,0,"DRIVE,0,0","DRIVE,0,0","ACK,57027,0,DRIVE,0,0"
261,4044386940058,4044418258135,31.318077,ACK,57054,0,"DRIVE,0,0","DRIVE,0,0","ACK,57054,0,DRIVE,0,0"
262,4044418282002,4044490260536,71.978534,ACK,57121,0,"DRIVE,0,0","DRIVE,0,0","ACK,57121,0,DRIVE,0,0"
263,4044490283994,4044506245218,15.961224,ACK,57148,0,"DRIVE,0,0","DRIVE,0,0","ACK,57148,0,DRIVE,0,0"
264,4044506275448,4044579522527,73.247079,ACK,57166,0,"DRIVE,0,0","DRIVE,0,0","ACK,57166,0,DRIVE,0,0"
265,4044579561997,4044608771039,29.209042,ACK,57244,0,"DRIVE,0,0","DRIVE,0,0","ACK,57244,0,DRIVE,0,0"
266,4044608795596,4044670100468,61.304872,ACK,57270,0,"DRIVE,0,0","DRIVE,0,0","ACK,57270,0,DRIVE,0,0"
267,4044670121687,4044700176919,30.055232,ACK,57338,0,"DRIVE,0,0","DRIVE,0,0","ACK,57338,0,DRIVE,0,0"
268,4044700202841,4044768387060,68.184219,ACK,57364,0,"DRIVE,0,0","DRIVE,0,0","ACK,57364,0,DRIVE,0,0"
269,4044768414296,4044790723858,22.309562,ACK,57431,0,"DRIVE,0,0","DRIVE,0,0","ACK,57431,0,DRIVE,0,0"
270,4044790754157,4044814939795,24.185638,ACK,57458,0,"DRIVE,0,0","DRIVE,0,0","ACK,57458,0,DRIVE,0,0"
271,4044814963321,4044874982308,60.018987,ACK,57485,0,"DRIVE,0,0","DRIVE,0,0","ACK,57485,0,DRIVE,0,0"
272,4044875038630,4044906063120,31.02449,ACK,57541,0,"DRIVE,0,0","DRIVE,0,0","ACK,57541,0,DRIVE,0,0"
273,4044906088280,4044928910861,22.822581,ACK,57568,0,"DRIVE,0,0","DRIVE,0,0","ACK,57568,0,DRIVE,0,0"
274,4044928935781,4044992597502,63.661721,ACK,57634,0,"DRIVE,0,0","DRIVE,0,0","ACK,57634,0,DRIVE,0,0"
275,4044992622147,4045010831509,18.209362,ACK,57650,0,"DRIVE,0,0","DRIVE,0,0","ACK,57650,0,DRIVE,0,0"
276,4045010855587,4045080803389,69.947802,ACK,57678,0,"DRIVE,0,0","DRIVE,0,0","ACK,57678,0,DRIVE,0,0"
277,4045080827971,4045105429265,24.601294,ACK,57745,0,"DRIVE,0,0","DRIVE,0,0","ACK,57745,0,DRIVE,0,0"
278,4045105474548,4045121633998,16.15945,ACK,57762,0,"DRIVE,0,0","DRIVE,0,0","ACK,57762,0,DRIVE,0,0"
279,4045121727704,4045187700995,65.973291,ACK,57779,0,"DRIVE,0,0","DRIVE,0,0","ACK,57779,0,DRIVE,0,0"
280,4045187727500,4045210631771,22.904271,ACK,57845,0,"DRIVE,0,0","DRIVE,0,0","ACK,57845,0,DRIVE,0,0"
281,4045210657978,4045231980995,21.323017,ACK,57872,0,"DRIVE,0,0","DRIVE,0,0","ACK,57872,0,DRIVE,0,0"
282,4045232004397,4045298240436,66.236039,ACK,57941,0,"DRIVE,0,0","DRIVE,0,0","ACK,57941,0,DRIVE,0,0"
283,4045298264492,4045323564938,25.300446,ACK,57958,0,"DRIVE,0,0","DRIVE,0,0","ACK,57958,0,DRIVE,0,0"
284,4045323589041,4045387989689,64.400648,ACK,57988,0,"DRIVE,0,0","DRIVE,0,0","ACK,57988,0,DRIVE,0,0"
285,4045388018700,4045413994704,25.976004,ACK,58055,0,"DRIVE,0,0","DRIVE,0,0","ACK,58055,0,DRIVE,0,0"
286,4045414023462,4045429854358,15.830896,ACK,58072,0,"DRIVE,0,0","DRIVE,0,0","ACK,58072,0,DRIVE,0,0"
287,4045429881295,4045501553649,71.672354,ACK,58089,0,"DRIVE,0,0","DRIVE,0,0","ACK,58089,0,DRIVE,0,0"
288,4045501606873,4045535264830,33.657957,ACK,58168,0,"DRIVE,0,0","DRIVE,0,0","ACK,58168,0,DRIVE,0,0"
289,4045535290185,4045604751242,69.461057,ACK,58245,0,"DRIVE,0,0","DRIVE,0,0","ACK,58245,0,DRIVE,0,0"
290,4045604776016,4045620435128,15.659112,ACK,58262,0,"DRIVE,0,0","DRIVE,0,0","ACK,58262,0,DRIVE,0,0"
291,4045620485987,4045638131358,17.645371,ACK,58279,0,"DRIVE,0,0","DRIVE,0,0","ACK,58279,0,DRIVE,0,0"
292,4045638161158,4045704005915,65.844757,ACK,58348,0,"DRIVE,0,0","DRIVE,0,0","ACK,58348,0,DRIVE,0,0"
293,4045704035672,4045725534559,21.498887,ACK,58364,0,"DRIVE,0,0","DRIVE,0,0","ACK,58364,0,DRIVE,0,0"
294,4045725558048,4045748310102,22.752054,ACK,58383,0,"DRIVE,0,0","DRIVE,0,0","ACK,58383,0,DRIVE,0,0"
295,4045748335831,4045813185240,64.849409,ACK,58452,0,"DRIVE,0,0","DRIVE,0,0","ACK,58452,0,DRIVE,0,0"
296,4045813217284,4045842098016,28.880732,ACK,58480,0,"DRIVE,0,0","DRIVE,0,0","ACK,58480,0,DRIVE,0,0"
297,4045842126845,4045916397651,74.270806,ACK,58558,0,"DRIVE,0,0","DRIVE,0,0","ACK,58558,0,DRIVE,0,0"
298,4045916426089,4045943581731,27.155642,ACK,58584,0,"DRIVE,0,0","DRIVE,0,0","ACK,58584,0,DRIVE,0,0"
299,4045943607425,4046029519560,85.912135,ACK,58652,0,"DRIVE,0,0","DRIVE,0,0","ACK,58652,0,DRIVE,0,0"
300,4046029541202,4046113271688,83.730486,ACK,58699,0,"DRIVE,0,0","DRIVE,0,0","ACK,58699,0,DRIVE,0,0"
